MAL13P1.118	00230
MAL13P1.119	00230
MAL13P1.135	04130
MAL13P1.14	00230
MAL13P1.146	00230
MAL13P1.148	00230
MAL13P1.16	04130
MAL13P1.166	00230
MAL13P1.167	03060
MAL13P1.168	01040
MAL13P1.169	04130
MAL13P1.186	00100
MAL13P1.190	03050
MAL13P1.209	03010
MAL13P1.213	00230 00240 03020
MAL13P1.214	00564
MAL13P1.218	00530
MAL13P1.22	03030 03410 03420 03430
MAL13P1.220	00785
MAL13P1.221	00240 00252
MAL13P1.270	03050
MAL13P1.271	00190
MAL13P1.281	00251 00860 00970
MAL13P1.284	00330
MAL13P1.292	00740
MAL13P1.301	00230
MAL13P1.322	00230
MAL13P1.326	00860
MAL13P1.335	00440
MAL13P1.337	04120
MAL13P1.343	03050
MAL13P1.346	03420
MAL13P1.47	00190
MAL13P1.67	00260 00271 00670 00680 00970
MAL13P1.76	03022 03420
MAL13P1.82	00564 04070
MAL13P1.86	00440 00564
MAL13P1.92	03010
MAL1P1.20	00252 00970
MAL1P1.35	00100
MAL1P1.52	00190
MAL1P2.06	03440 03450
MAL1P2.08	03050
MAL1P2.22	00220
MAL1P2.25	00400 00970
MAL1P2.30	00230 00240 03020
MAL1P2.32	00562 04070
MAL1P2.34	03022
MAL1P2.40	00240
MAL3P1.13	00230 00240 03020
MAL3P2.24	00564
MAL3P2.27	03010
MAL3P2.28	03010
MAL3P2.29	03010
MAL3P2.3	00350 00360 00564 00624 00632 00642 00960
MAL3P3.14	00252 00910
MAL3P3.19	03010
MAL3P3.4	00230 00240 03030 03410 03420 03430 03440
MAL3P3.8	04120
MAL3P4.19	00290 00970
MAL3P4.28	03010
MAL3P4.9	03050
MAL3P6.14	03010
MAL3P6.20	00230 00240 03020
MAL3P6.25	00010 00051 00710
MAL3P6.28	03420 04120
MAL3P6.3	00190
MAL3P6.30	03010
MAL3P6.31	03050
MAL3P6.32	04120
MAL3P7.12	00230
MAL3P7.16	00510 01030
MAL3P7.19	00310
MAL3P7.29	00561
MAL3P7.35	03010
MAL3P7.7	04130
MAL3P8.9	00071
MAL7P1.113	00230
MAL7P1.117	03440
MAL7P1.130	00130
MAL7P1.150	00730
MAL7P1.151	00271
MAL7P1.158	03060
MAL7P1.32	03420
MAL7P1.75	00190
MAL8P1.125	00400 00970
MAL8P1.128	03050
MAL8P1.133	00510 01030
MAL8P1.142	03050
MAL8P1.21	04130
MAL8P1.22	00510
MAL8P1.23	04120
MAL8P1.37	00785
MAL8P1.58	00564
PF07_0023	03030
PF07_0026	04120
PF07_0027	00230 00240 03020
PF07_0043	03010
PF07_0059	00361
PF07_0073	00260 00970
PF07_0079	03010
PF07_0080	03010
PF07_0088	03010
PF07_0105	03430
PF07_0112	03050
PF07_0129	00071
PF08_0011	00290 00970
PF08_0039	03010
PF08_0042	00230
PF08_0045	00020 00310 00380
PF08_0048	00230
PF08_0066	00010 00020 00252 00260 00280 00620
PF08_0075	03010
PF08_0076	03010
PF08_0077	00051
PF08_0085	04120
PF08_0095	00790
PF08_0112b	00190
PF08_0126	03440
PF08_0132	00251 00910
PF10_0038	03010
PF10_0043	03010
PF10_0053	00271 00450 00970
PF10_0081	03050
PF10_0086	00230
PF10_0111	03050
PF10_0121	00230 00983
PF10_0122	00010 00030 00052 00500 00521
PF10_0123	00230 00251 00983
PF10_0132	00260 00562 00564 00565 04070
PF10_0137	00051
PF10_0141	03420
PF10_0147	00740
PF10_0149	00272 00970
PF10_0154	00230 00240
PF10_0155	00010
PF10_0165	00230 00240 03030 03410 03420 03430 03440
PF10_0169	00051
PF10_0174	03050
PF10_0187	03010
PF10_0210	00030
PF10_0218	00020 00630
PF10_0221	00100
PF10_0225	00240
PF10_0245	00251 00530
PF10_0252	00190
PF10_0264	03010
PF10_0269	00230 00240 03020
PF10_0272	03010
PF10_0275	00860
PF10_0289	00230
PF10_0294	00230
PF10_0298	03050
PF10_0316	00563 01031
PF10_0322	00220 00271 00480
PF10_0330	04120
PF10_0334	00020 00190
PF10_0340	00271 00450 00970
PF10_0360	00604
PF10_0363	00010 00230 00620 00710
PF10_0369	03420
PF10_0407	00010 00252 00620
PF11_0043	03010
PF11_0048	04530
PF11_0051	00400 00970
PF11_0053	00230
PF11_0058	00230 00240 03020
PF11_0065	03010
PF11_0087	03440
PF11_0096	04530
PF11_0097	00020 00640
PF11_0106	03010
PF11_0117	03030 03420 03430
PF11_0145	00620
PF11_0157	00564
PF11_0181	00400 00970
PF11_0184	03430
PF11_0208	00010
PF11_0256	00010 00252 00290 00620 00650
PF11_0257	00564
PF11_0260	03010
PF11_0270	00260 00970
PF11_0272	03010
PF11_0282	00240
PF11_0284	00340 00350 00380 00440 00450
PF11_0294	00010 00030 00051 00052
PF11_0295	00100 00900
PF11_0301	00220 00271 00410 00480
PF11_0303	03050
PF11_0306	03410
PF11_0311	00530
PF11_0312	03010
PF11_0313	03010
PF11_0314	03050
PF11_0358	00230 00240 03020
PF11_0386	03010
PF11_0395	00230
PF11_0412	00190
PF11_0416	00230
PF11_0427	00510
PF11_0438	03010
PF11_0445	00230 00240 03020
PF11_0454	03010
PF11_0457	04120
PF13_0014	03010
PF13_0023	00230 00240 03020
PF13_0033	03050
PF13_0034	00190
PF13_0037	00230
PF13_0040	00230 00240 03020
PF13_0044	00240 00251
PF13_0045	03010
PF13_0049	03010
PF13_0061	00190
PF13_0063	03050
PF13_0065	00190
PF13_0066	00061
PF13_0070	00020 00310 00380
PF13_0083	00785
PF13_0095	03030
PF13_0100	00561 00564
PF13_0121	00020 00310
PF13_0128	00061
PF13_0129	03010
PF13_0130	00190
PF13_0132	03010
PF13_0140	00790
PF13_0141	00010 00272 00620 00640
PF13_0143	00030 00230
PF13_0144	00010 00272 00620 00640
PF13_0150	00230 00240 03020
PF13_0156	03050
PF13_0157	00030 00230
PF13_0170	00251 00860 00970
PF13_0171	03010
PF13_0176	03410
PF13_0177	00230
PF13_0179	00290 00970
PF13_0205	00380 00970
PF13_0213	03010
PF13_0224	03010
PF13_0227	00190
PF13_0228	03010
PF13_0229	00020 00630 00720
PF13_0232	04530
PF13_0234	00020 00620 00710
PF13_0242	00020 00480 00720
PF13_0251	03440
PF13_0253	00440 00564
PF13_0257	00251 00860 00970
PF13_0259	00791
PF13_0262	00970
PF13_0268	03010
PF13_0269	00561
PF13_0279	03022 03420
PF13_0282	03050
PF13_0287	00230 00252
PF13_0291	03030
PF13_0301	04120
PF13_0316	03010
PF13_0323	00340 00350 00380 00440 00450
PF13_0328	03030 03410 03420 03430
PF13_0330	00230
PF13_0341	00230 00240 03020
PF13_0345	00260 00670 00910
PF13_0346	03010
PF13_0349	00230 00240
PF13_0350	03060
PF13_0353	00530
PF13_0354	00252 00970
PF14_0020	00260 00564
PF14_0022	00230
PF14_0025	03050
PF14_0053	00230 00240
PF14_0083	03010
PF14_0097	00564 04070
PF14_0100	00240
PF14_0112	00230 00240 03030 03410 03420 03440
PF14_0128	04120
PF14_0141	03010
PF14_0148	03410
PF14_0150	00230 00240 03020
PF14_0164	00251 00910
PF14_0166	00970
PF14_0177	03030
PF14_0183	00230
PF14_0185	00230
PF14_0187	00480 00980
PF14_0192	00251 00480
PF14_0198	00260 00970
PF14_0205	03010
PF14_0207	00230 00240 03020
PF14_0215	04120
PF14_0230	03010
PF14_0231	03010
PF14_0240	03010
PF14_0242	00340 00350 00380 00440 00450
PF14_0246	00620 00710 00720
PF14_0248	00190
PF14_0254	03430
PF14_0278	00230
PF14_0286	00251 00910
PF14_0288	00190
PF14_0295	00020 00640 00720
PF14_0296	03010
PF14_0297	00230 00240
PF14_0323	04070
PF14_0331	00190 00860
PF14_0334	00251 00910
PF14_0341	00010 00030 00500
PF14_0352	00230 00240 00480
PF14_0357	00010 00620 00640 00720
PF14_0366	00230 00240 03030
PF14_0370	00230
PF14_0373	00190
PF14_0378	00010 00051 00710
PF14_0381	00860
PF14_0391	03010
PF14_0398	03420
PF14_0415	00770
PF14_0425	00010 00030 00051 00710
PF14_0428	00340 00970
PF14_0439	00480
PF14_0441	00010 00252 00290 00620 00650
PF14_0448	03010
PF14_0477	03060
PF14_0484	00071 00120 00280 00281 00310 00380 00592 00620 00632 00640 00642 00650
PF14_0500	04130
PF14_0508	00760
PF14_0511	00030 00480
PF14_0520	00030 00480
PF14_0541	00190
PF14_0558	00271
PF14_0563	00230
PF14_0579	03010
PF14_0585	03010
PF14_0589	00290 00970
PF14_0597	00190
PF14_0598	00010
PF14_0601	03030 03420 03430
PF14_0602	00230 00240 03030
PF14_0605	03420
PF14_0615	00190
PF14_0627	03010
PF14_0632	03050
PF14_0639	03410
PF14_0641	00100
PF14_0664	00061 00620 00640
PF14_0672	00230
PF14_0676	03050
PF14_0681	00561 00564 04070
PF14_0695	00230 00240 03020
PF14_0697	00240
PF14_0709	03010
PF14_0716	03050
PF14_0721	00190
PF14_0751	00071
PF14_0761	00071
PF14_0774	00051
PFB0160w	03420
PFB0200c	00251 00252 00272 00330 00350 00360 00400 00710
PFB0220w	00130
PFB0245c	00230 00240 03020
PFB0260w	03050
PFB0265c	03420
PFB0290c	00230 00240 03020
PFB0295w	00230 00252
PFB0420w	00100
PFB0445c	00230
PFB0455w	03010
PFB0480w	04130
PFB0505c	00061
PFB0515w	00510 01030
PFB0525w	00252 00970
PFB0685c	00071
PFB0695c	00071
PFB0715w	00230 00240 03020
PFB0795w	00190
PFB0830w	03010
PFB0840w	03030 03420 03430
PFB0860c	00230
PFB0885w	03010
PFB0890c	00240
PFB0895c	03030 03420 03430
PFC0200w	03010
PFD0085c	00071
PFD0245c	00230
PFD0285c	00310 00960
PFD0300c	00190
PFD0311w	00620
PFD0420c	03030 03410 03450
PFD0470c	03030 03420 03430 03440
PFD0565c	00230
PFD0590c	00230 00240 03030
PFD0660w	00010
PFD0665c	03050
PFD0755c	00230
PFD0805w	00240 00670 00790
PFD0980w	00770
PFD1035w	00051 00120 00260 00650
PFD1055w	03010
PFD1060w	00230
PFE0150c	00100
PFE0185c	03010
PFE0205w	00230
PFE0215w	00230
PFE0225w	00280
PFE0270c	03430
PFE0300c	03010
PFE0305w	03022
PFE0350c	03010
PFE0430w	00230
PFE0435c	03030 03430 03440
PFE0465c	00230 00240 03020
PFE0475w	00252 00970
PFE0485w	00562 04070
PFE0555w	01040
PFE0585c	00521 00562
PFE0605c	00251 00480
PFE0610c	03420
PFE0630c	00240 00983
PFE0660c	00240 00983
PFE0715w	00252 00970
PFE0730c	00030 00710
PFE0765w	00562 04070
PFE0810c	03010
PFE0845c	03010
PFE0850c	03010
PFE0915c	03050
PFE0965c	00190
PFE0970w	00190 00860
PFE0975c	03010
PFE1005w	03010
PFE1030c	00730
PFE1035c	00230 00240
PFE1050w	00271 00450
PFE1080w	00240
PFE1155c	00190
PFE1250w	00071
PFE1345c	03030
PFE1350c	04120
PFE1390w	00790
PFF0100w	00790
PFF0120w	00510
PFF0160c	00240
PFF0180w	00400 00970
PFF0230c	00620
PFF0275c	00230 00240
PFF0285c	03440 03450
PFF0360w	00860
PFF0370w	00510
PFF0435w	00330
PFF0465c	00440
PFF0530w	00030 00710
PFF0680c	00730
PFF0715c	03410
PFF0730c	00061
PFF0775w	00750
PFF0815w	00620
PFF0895w	00020 00620 00630 00710 00720
PFF0945c	00071
PFF1095w	00290 00970
PFF1105c	00400
PFF1150w	03030
PFF1155w	00010 00051 00052 00500 00521 00530
PFF1180w	04120
PFF1225c	00230 00240 03030 03410 03420 03440
PFF1275c	00061
PFF1300w	00010 00230 00620 00710
PFF1350c	00010 00620 00640 00720
PFF1360w	00790
PFF1375c	00440 00564 00565
PFF1420w	00564
PFF1470c	00230 00240 03030 03410 03420
PFI0165c	00790
PFI0190w	03010
PFI0215c	00310
PFI0380c	00271 00630
PFI0420c	00240
PFI0480w	00230
PFI0505c	00450
PFI0515w	04130
PFI0530c	00230 00240 03030
PFI0535w	00563 01031
PFI0630w	03050
PFI0685w	00240
PFI0695c	00350 00360 00564 00624 00632 00642 00960
PFI0735c	00190
PFI0740c	04120
PFI0755c	00010 00030 00051 00052
PFI0835c	03410
PFI0860c	00230
PFI0880c	00361 00740
PFI0910w	00230
PFI0925w	00480
PFI0960w	00510 01030
PFI1020c	00230 00983
PFI1030c	04120
PFI1090w	00271 00450
PFI1100w	00620
PFI1105w	00010 00710
PFI1110w	00251 00550 00910
PFI1125c	00061 01040
PFI1130c	00230 00240 03020
PFI1170c	00240
PFI1240c	00330 00970
PFI1245c	04530
PFI1310w	00251 00760 00910
PFI1340w	00020 00720
PFI1365w	00190
PFI1370c	00260 00564
PFI1375w	00190
PFI1420w	00230
PFI1485c	00561 00564 04070
PFI1545c	03050
PFI1650w	03420
PFI1670c	00190
PFI1705w	00563 01031
PFL0035c	00071
PFL0100c	00230
PFL0160w	03060
PFL0180w	00860
PFL0190w	04120
PFL0285w	00620
PFL0330c	00230 00240 03020
PFL0475w	00230
PFL0480w	00860
PFL0505c	04130
PFL0540w	00563 01031
PFL0560c	00230
PFL0580w	03030
PFL0595c	00360 00480 00590 00680 00940
PFL0630w	00020 00190
PFL0665c	00230 00240 03020
PFL0670c	00251 00330 00860 00970
PFL0695c	00510
PFL0770w	00260 00970
PFL0780w	00564
PFL0785c	03060
PFL0900c	00330 00970
PFL0960w	00030 00710
PFL1125w	00790
PFL1155w	00790
PFL1185c	00860
PFL1245w	04120
PFL1285c	03030 03410 03420 03430
PFL1310c	00230
PFL1350w	00240
PFL1435c	00230
